"","File Name","Time (s) @ BFC","Back Knee Flexion @ BFC","Back Knee Extension Velocity @ BFC","COM (X) @ BFC","COM (Z) @ BFC","COM Velocity (X) @ BFC","COM Velocity (Z) @ BFC","Pelvis Rotation (Y) @ BFC","Trunk Rotation (Y) @ BFC","Trunk Flexion @ BFC","Shoulder Abduction @ BFC","Shoulder H Abduction @ BFC","Elbow Flexion @ BFC","Time (s) @ FFC","Stride Length (X) @ FFC","Stride Angle @ FFC","Back Knee Extension Velocity @ FFC","Front Knee Flexion @ FFC","Pelvis Rotation (Y) @ FFC","Trunk Rotation (Y) @ FFC","Trunk Flexion @ FFC","Shoulder Abduction @ FFC","Shoulder H Abduction @ FFC","Elbow Flexion @ FFC","COM (X) @ FFC","COM (Z) @ FFC","COM Velocity (X) @ FFC","COM Velocity (Z) @ FFC","Time (s) @ MAW","Front Knee Flexion @ MAW","Pelvis Rotation (Y) @ MAW","Trunk Rotation (Y) @ MAW","Shoulder Abduction @ MAW","Shoulder H Abduction @ MAW","Elbow Flexion @ MAW","Time (s) @ BR","Height @ BR","Front Knee Flexion @ BR","Front Knee Extension Velocity @ BR","Pelvis Rotation (Y) @ BR","Trunk Flexion @ BR","Trunk Rotation (Y) @ BR","Lateral Trunk Flexion @ BR","Shoulder Abduction @ BR","Shoulder H Abduction @ BR","Elbow Flexion @ BR","COM (X) @ BR","COM (Z) @ BR","COM Velocity (X) @ BR","COM Velocity (Z) @ BR","Hand COM (X) @ BR","Hand COM (Z) @ BR","Front Knee Extension Velocity (max)","Pelvis Rotation Velocity (max)","Trunk Rotation Velocity (max)","Trunk Flexion Velocity (max)","Trunk Flexion (max)","Shoulder Rotation Velocity (max)","Elbow Flexion (max)","Shoulder Rotation (max)","Elbow Extension Velocity (max)","Forearm Pronation (max)","COM Displacement (X) - stride","COM Displacement (X) - action","COM Displacement (X) - total","COM Displacement (Z) - stride","COM Displacement (Z) - action","COM Displacement (Z) - total","Δ COM Velocity (X) - stride","Δ COM Velocity (X) - action","Δ COM Velocity (X) - total","Δ COM Velocity (Z) - stride","Δ COM Velocity (Z) - action","Δ COM Velocity (Z) - total","Stretch (%height)","Span (%height)","Follow-Through (ms)"
"221","KOT015mr_throw3_rap3 - KOT_RH (6Hz)",0.64,-66.633478,244.431418,-1.357445,-0.206528,2.160921,-0.286551,-81.495552,-50.733231,14.270215,26.330823,53.873405,118.84944,1.01,0.627815,0.053066,222.303736,-62.17826,-65.758419,-69.644821,-4.646876,63.408956,-18.290933,110.740143,-0.462382,-0.291316,3.04547,-0.255234,0.96,-57.396296,-81.146683,-59.286083,61.596154,-8.692448,110.527767,1.13,1.78,-56.248072,211.334794,-7.791149,-40.540666,-7.687416,-39.134252,99.14501,45.600551,57.136439,-0.147524,-0.32088,2.171684,-0.115344,0.102556,0.010588,273.010487,551.908618,723.231553,416.630678,26.275026,3456.705864,134.570258,-173.79476,-1400.128171,-48.468116,0.895063,0.314858,1.209921,-0.084788,-0.029564,-0.114352,0.884549,-0.873786,0.0107629999999999,0.031317,0.13989,0.171207,0.140494382022472,0.18621797752809,0.21
"222","KOT015mr_throw4_rap4 - KOT_RH (6Hz)",0.67,-66.411556,175.24937,-1.310702,-0.223216,2.273455,-0.446106,-81.534794,-49.857796,7.417901,34.326001,45.679478,122.711579,1.01,0.646866,1.896098,373.049662,-55.969645,-76.370829,-57.19593,7.565788,60.018926,-13.763077,112.30886,-0.502507,-0.347662,2.950707,-0.255934,1,-53.801343,-78.380848,-54.71625,61.959346,-11.085962,108.251664,1.18,1.78,-55.09717,252.305665,-3.763989,-45.228682,-3.869034,-36.210292,104.508171,58.15366,77.056228,-0.052575,-0.400716,2.021735,-0.135713,0.325747,-0.094399,352.581391,572.139639,701.717566,392.628139,22.183117,2930.753852,129.700589,-169.825429,-1326.000493,-23.769111,0.808195,0.449932,1.258127,-0.124446,-0.053054,-0.1775,0.677252,-0.928972,-0.25172,0.190172,0.120221,0.310393,0.212540449438202,0.172088202247191,0.2
"223","KOT015mr_throw5_rap5 - KOT_RH (6Hz)",0.65,-51.689941,86.521726,-1.041788,-0.222606,2.366357,-0.428239,-79.026893,-55.782234,6.339684,28.056682,44.72241,120.733374,1.01,0.529162,-8.65758,250.339547,-67.187532,-66.587479,-66.677599,-3.767454,61.274259,-16.898184,115.341098,-0.224799,-0.329469,2.726466,-0.271322,0.97,-64.281882,-77.970468,-57.793822,62.56483,-9.671812,108.404059,1.13,1.78,-53.530171,252.173199,-4.664033,-36.480388,-6.031138,-37.890559,92.050494,46.06611,63.569357,0.061741,-0.371469,1.96651,-0.152933,0.197,-0.006456,318.848837,587.411591,752.372131,338.881925,19.703272,4299.007525,127.898518,-174.157247,-2843.20975,-62.332264,0.816989,0.28654,1.103529,-0.106863,-0.042,-0.148863,0.360109,-0.759956,-0.399847,0.156917,0.118389,0.275306,0.075988202247191,0.205063483146067,0.2
"224","KOT015mr_throw6_rap6 - KOT_RH (6Hz)",0.88,-60.339866,183.964219,-1.160606,-0.219429,2.210982,-0.354114,-82.037545,-56.567642,6.805513,30.859867,43.309175,127.805148,1.24,0.62737,3.222965,353.340715,-58.866538,-74.368184,-63.643479,4.309957,58.495269,-10.640574,112.980511,-0.340909,-0.312264,2.834033,-0.191889,1.22,-54.729225,-78.795242,-59.374129,61.5768,-5.833196,108.778185,1.4,1.78,-59.164098,219.826669,-3.182121,-39.299931,-3.927261,-36.442789,104.61647,51.16414,67.150296,0.071925,-0.352496,2.023729,-0.056596,0.31314,-0.020957,364.643114,558.672231,704.284794,422.954499,20.415452,3286.350646,129.431061,-176.935503,-1957.196804,-19.547446,0.819697,0.412834,1.232531,-0.092835,-0.040232,-0.133067,0.623051,-0.810304,-0.187253,0.162225,0.135293,0.297518,0.13551404494382,0.186257865168539,0.21
"225","KOT015mr_throw7_rap7 - KOT_RH (6Hz)",0.67,-66.141823,193.400464,-1.290642,-0.197287,2.231829,-0.31697,-77.043054,-54.981051,2.430246,27.174604,47.077277,119.466989,1,0.665313,5.426048,388.80337,-47.879861,-77.858115,-56.575088,4.599279,59.167331,-7.5719,110.549853,-0.532106,-0.291971,2.879604,-0.229192,1,-47.879861,-77.858115,-56.575088,59.167331,-7.5719,110.549853,1.2,1.78,-55.236469,289.115336,-1.258732,-46.157777,0.883818,-36.750775,108.178407,64.223851,51.435053,-0.005827,-0.340214,1.76838,0.001324,0.455705,0.025968,401.237685,546.44027,713.792264,366.446634,13.032183,3416.171699,124.077326,-171.367338,-1970.514602,-21.569276,0.758536,0.526279,1.284815,-0.094684,-0.048243,-0.142927,0.647775,-1.111224,-0.463449,0.087778,0.230516,0.318294,0.259287640449438,0.205720224719101,0.19
"226","KOT015mr_throw8_rap8 - KOT_RH (6Hz)",0.67,-72.642196,219.06662,-1.297027,-0.219489,2.212208,-0.266994,-82.236073,-59.904194,8.543162,30.882546,46.463218,119.854658,1.01,0.607141,2.737991,366.2328,-61.27752,-76.192299,-68.137115,4.06108,62.986005,-17.624867,112.471222,-0.501388,-0.294152,2.906807,-0.176541,0.98,-56.111974,-80.396446,-60.857472,67.18208,-8.157368,107.234708,1.18,1.78,-53.569459,252.82722,-4.495391,-39.441265,-1.898174,-36.708129,107.942131,51.990507,52.323186,-0.061001,-0.331667,2.027022,-0.055067,0.311941,0.000377,306.377052,560.793681,738.323583,357.078916,19.27119,3543.515873,131.668685,-172.833512,-1054.118626,-20.044157,0.795639,0.440387,1.236026,-0.074663,-0.037515,-0.112178,0.694599,-0.879785,-0.185186,0.090453,0.121474,0.211927,0.20951797752809,0.186541573033708,0.19
"227","KOT015mr_throw9_rap9 - KOT_RH (6Hz)",0.59,-66.390086,333.239836,-1.289566,-0.19267,2.121446,-0.316999,-79.301176,-58.828803,5.986664,29.355779,51.702512,130.257626,1.01,0.604071,-4.987227,164.669817,-64.525114,-63.816303,-69.470153,-5.224075,62.655952,-11.973898,115.730647,-0.332551,-0.311303,2.795615,-0.30674,0.96,-58.420865,-80.213637,-60.911718,59.905897,-6.288138,115.404687,1.13,1.78,-53.75181,270.034333,-7.002671,-37.196549,-7.76764,-36.075755,103.656728,49.703831,57.78975,-0.043283,-0.35371,1.960366,-0.143307,0.219795,-0.034537,351.254716,558.432139,710.593088,378.704803,18.823123,3402.139393,130.257626,-175.862682,-2787.461477,-14.125351,0.957015,0.289268,1.246283,-0.118633,-0.042407,-0.16104,0.674169,-0.835249,-0.16108,0.010259,0.163433,0.173692,0.147796629213483,0.179310674157303,0.21
"228","KOT016kb_throw1_rap1 - KOT_RH (6Hz)",0.76,-67.247569,141.346299,-1.201319,-0.156577,2.478891,-0.385055,-83.38231,-54.501342,-7.111423,17.501596,50.50671,64.040431,1.01,0.669155,7.792731,140.349121,-36.016358,-69.740675,-62.439846,-2.670527,68.987237,-4.789399,89.573959,-0.549377,-0.216997,2.938333,-0.133101,1.03,-42.408482,-63.409688,-62.722708,66.231873,-8.208206,95.819058,1.18,1.73,-58.358404,151.407606,-0.532123,-37.044915,7.940047,-29.188414,95.989578,60.922288,84.395818,-0.141788,-0.261647,1.61798,-0.094804,0.019102,0.177429,274.932941,476.027286,731.85587,264.269819,0.318832,4979.945548,118.583961,-176.108772,-1346.676751,-25.751056,0.651942,0.407589,1.059531,-0.06042,-0.04465,-0.10507,0.459442,-1.320353,-0.860911,0.251954,0.038297,0.290251,0.093,0.253801156069364,0.21
"229","KOT016kb_throw10_rap10 - KOT_RH (6Hz)",0.75,-67.433673,119.964767,-1.071392,-0.091835,2.124224,-0.479597,-82.73059,-55.452725,-2.120671,7.419649,42.566002,94.346092,1.01,0.612254,-2.178239,75.100762,-51.313314,-65.599074,-55.911858,1.138044,51.05733,0.481362,94.032142,-0.508553,-0.182684,2.558172,-0.229964,1.01,-51.313314,-65.599074,-55.911858,51.05733,0.481362,94.032142,1.16,1.73,-49.63119,263.19082,-1.16248,-31.933028,-0.942491,-30.501362,90.226826,43.713533,101.938531,-0.182484,-0.247358,1.60709,-0.388866,-0.188748,0.147623,339.268557,503.526837,685.316524,251.888104,7.867843,3717.200205,119.235569,-170.793447,-7667.052203,-268.517557,0.562839,0.326069,0.888908,-0.090849,-0.064674,-0.155523,0.433948,-0.951082,-0.517134,0.249633,-0.158902,0.090731,-0.00362080924855491,0.228312716763006,0.23
"230","KOT016kb_throw11_rap11 - KOT_RH (6Hz)",0.75,-64.149648,198.635538,-0.994606,-0.110339,2.212848,-0.44898,-80.499833,-54.05947,3.656018,14.795582,41.823899,89.058581,1.01,0.582326,2.419495,72.048309,-49.738271,-71.570574,-61.505179,4.456812,68.108568,1.413262,88.635763,-0.406153,-0.200574,2.570703,-0.28581,1.01,-49.738271,-71.570574,-61.505179,68.108568,1.413262,88.635763,1.19,1.73,-37.225987,345.962449,-5.101812,-35.738142,10.87362,-32.139251,100.026321,59.618087,51.215084,-0.022292,-0.275118,1.528862,-0.224876,0.350384,0.1287,346.51485,477.504036,737.246357,233.238825,9.746142,3758.152169,124.010869,-178.187999,-2402.452059,-27.217837,0.588453,0.383861,0.972314,-0.090235,-0.074544,-0.164779,0.357855,-1.041841,-0.683986,0.16317,0.060934,0.224104,0.215419653179191,0.233420809248555,0.2
"231","KOT016kb_throw12_rap12 - KOT_RH (6Hz)",0.77,-66.380249,144.88716,-0.990646,-0.086356,2.172584,-0.54935,-80.60566,-58.691808,1.576895,10.692981,47.514727,64.373738,1.01,0.589653,-1.115318,66.563281,-48.504831,-65.164461,-58.745859,1.804962,60.629005,-1.764385,92.309603,-0.451067,-0.182765,2.565086,-0.336606,1.01,-48.504831,-65.164461,-58.745859,60.629005,-1.764385,92.309603,1.19,1.73,-37.036696,205.877505,1.708617,-35.987927,7.863536,-28.686566,97.239775,61.319038,70.153011,-0.080056,-0.275255,1.374167,-0.31004,0.234129,0.203973,216.499607,524.221297,691.728362,270.252222,9.504343,4592.003343,117.035781,-178.313026,-1802.571732,-79.064253,0.539579,0.371011,0.91059,-0.096409,-0.09249,-0.188899,0.392502,-1.190919,-0.798417,0.212744,0.026566,0.23931,0.181609826589595,0.277010404624277,0.19
"232","KOT016kb_throw13_rap13 - KOT_RH (6Hz)",0.75,-66.740971,158.824175,-1.004328,-0.126192,1.966102,-0.451753,-82.369744,-56.820396,11.516906,24.930685,49.083504,84.393527,1.01,0.596318,-1.611669,62.51689,-50.825529,-59.664746,-60.921216,9.462662,68.581635,-0.432725,84.57959,-0.468665,-0.215901,2.419317,-0.277113,1.01,-50.825529,-59.664746,-60.921216,68.581635,-0.432725,84.57959,1.17,1.73,-35.64057,294.814564,6.203165,-31.926273,9.090075,-13.731365,102.56504,56.487373,60.834935,-0.14887,-0.282472,1.491561,-0.285507,0.118751,0.217085,297.184786,507.983474,739.770161,214.665871,16.138404,3532.305547,123.209729,-177.87019,-7454.048011,-34.257547,0.535663,0.319795,0.855458,-0.089709,-0.066571,-0.15628,0.453215,-0.927756,-0.474541,0.17464,-0.00839400000000001,0.166246,0.154694219653179,0.288761271676301,0.22
"233","KOT016kb_throw14_rap14 - KOT_RH (6Hz)",0.76,-64.754612,160.739882,-0.899513,-0.092089,2.114756,-0.455248,-84.89544,-61.346032,1.653423,17.837265,55.374393,76.624451,1.01,0.559193,0.119395,-6.145984,-51.872711,-64.451444,-65.079586,-1.227997,57.546199,-1.288692,97.976356,-0.351413,-0.183902,2.461127,-0.35199,1,-50.442817,-67.429671,-64.564097,59.049454,0.106054,96.603298,1.17,1.73,-43.391288,224.535092,0.980823,-33.592405,9.957554,-32.475363,93.855875,62.516966,52.661464,-0.027653,-0.254174,1.520906,-0.2781,0.380728,0.118261,224.535092,513.944822,741.930111,310.595134,9.012103,4234.158742,125.861019,-172.441722,-1409.567247,-49.732404,0.5481,0.32376,0.87186,-0.091813,-0.070272,-0.162085,0.346371,-0.940221,-0.59385,0.103258,0.07389,0.177148,0.23605838150289,0.215280346820809,0.2
"234","KOT016kb_throw15_rap15 - KOT_RH (6Hz)",0.79,-66.383049,180.328981,-0.971986,-0.123319,2.250967,-0.420755,-84.224857,-61.575823,8.181422,10.727485,51.259915,67.355131,1.01,0.564126,2.994799,169.96736,-46.401677,-75.37116,-62.784095,7.610533,69.557291,0.285349,83.228104,-0.46917,-0.202397,2.531348,-0.26207,1.02,-47.738471,-73.782606,-63.515693,67.899823,-2.237621,85.493902,1.19,1.73,-46.220016,231.985488,-8.722451,-31.474097,9.77958,-27.166521,102.449827,60.912782,83.452149,-0.079741,-0.275624,1.701174,-0.30314,0.134931,0.140772,251.173786,479.698088,773.349435,224.313803,11.738484,3960.617165,132.826275,-178.390712,-2127.718736,-26.48337,0.502816,0.389429,0.892245,-0.079078,-0.073227,-0.152305,0.280381,-0.830174,-0.549793,0.158685,-0.04107,0.117615,0.124087861271676,0.240691329479769,0.2
"235","KOT016kb_throw16_rap16 - KOT_RH (6Hz)",0.79,-66.383049,180.32898,-0.971986,-0.123319,2.250967,-0.420755,-84.224857,-61.575823,8.181422,10.727485,51.259915,67.355131,1.01,0.564126,2.994799,169.967359,-46.401677,-75.37116,-62.784095,7.610533,69.557291,0.285349,83.228104,-0.46917,-0.202397,2.531348,-0.26207,1.02,-47.738471,-73.782606,-63.515693,67.899823,-2.237621,85.493902,1.19,1.73,-46.220016,231.985488,-8.722451,-31.474097,9.77958,-27.166521,102.449827,60.912783,83.452149,-0.079741,-0.275624,1.701174,-0.30314,0.134931,0.140772,251.173786,479.698087,773.349435,224.313803,11.738484,3961.855228,132.826275,-178.42421,-2127.718745,-26.48337,0.502816,0.389429,0.892245,-0.079078,-0.073227,-0.152305,0.280381,-0.830174,-0.549793,0.158685,-0.04107,0.117615,0.124087861271676,0.240691329479769,0.2
"236","KOT016kb_throw17_rap17 - KOT_RH (6Hz)",0.73,-64.713267,221.330752,-1.116517,-0.108933,1.981017,-0.535974,-80.321361,-58.81768,-1.47794,5.662988,44.56813,78.279208,1,0.625681,3.387084,172.301423,-46.537808,-67.816614,-63.181863,1.525009,67.609875,2.34121,87.284863,-0.561757,-0.210235,2.412475,-0.224989,1.01,-48.403666,-65.855485,-63.754874,66.355097,0.428066,92.078585,1.18,1.73,-36.569075,353.328828,-4.102938,-32.588548,7.109416,-33.201844,97.926192,50.48935,81.370906,-0.189764,-0.274903,1.546592,-0.235804,0.131809,0.170718,354.642991,455.68886,707.071892,244.703016,4.379548,3433.07632,131.784187,-174.132766,-2985.769508,-39.483471,0.55476,0.371993,0.926753,-0.101302,-0.064668,-0.16597,0.431458,-0.865883,-0.434425,0.310985,-0.010815,0.30017,0.185880346820809,0.257584393063584,0.22
"237","KOT016kb_throw18_rap18 - KOT_RH (6Hz)",0.75,-67.605377,138.339122,-1.034907,-0.129042,2.078506,-0.347884,-85.103496,-62.679184,-2.897613,1.310388,49.030327,62.135114,1.01,0.589754,-3.835927,47.730721,-49.919726,-66.169197,-64.663465,0.120032,57.664745,-0.825498,95.968137,-0.467059,-0.206151,2.514833,-0.240154,1.01,-49.919726,-66.169197,-64.663465,57.664745,-0.825498,95.968137,1.19,1.73,-41.083401,245.488221,-1.066385,-34.503128,8.672419,-35.998042,96.678527,70.056625,42.017298,-0.097611,-0.270772,1.389877,-0.217577,0.356575,0.200666,285.589373,466.313837,666.882506,331.406063,6.189953,2638.811378,120.166732,-150.276106,-1616.944112,-41.292521,0.567848,0.369448,0.937296,-0.077109,-0.064621,-0.14173,0.436327,-1.124956,-0.688629,0.10773,0.022577,0.130307,0.262535260115607,0.272507514450867,0.2
"238","KOT016kb_throw19_rap19 - KOT_RH (6Hz)",0.78,-71.579102,181.433761,-0.906244,-0.114161,2.277293,-0.393777,-82.175751,-59.149611,1.323954,25.911625,49.69149,60.564947,1.01,0.5992,5.225023,111.118583,-53.128892,-64.47531,-61.59961,-0.966348,53.9148,-3.069471,98.069638,-0.378215,-0.184404,2.617154,-0.256759,1,-51.833603,-67.234177,-60.604448,54.330856,-1.862545,95.992737,1.17,1.73,-52.272269,195.947809,-2.828829,-32.50365,5.407529,-34.699758,92.938584,57.45423,52.307109,-0.020648,-0.246516,1.790125,-0.262318,0.238594,0.275696,248.250204,476.091677,708.003897,297.264359,6.012945,3933.111391,132.157086,-178.263792,-1388.747284,-37.605814,0.528029,0.357567,0.885596,-0.070243,-0.062112,-0.132355,0.339861,-0.827029,-0.487168,0.137018,-0.00555899999999998,0.131459,0.149850867052023,0.301856647398844,0.22
"239","KOT016kb_throw2_rap2 - KOT_RH (6Hz)",0.74,-68.501263,158.488719,-1.228031,-0.182059,2.276726,-0.343287,-78.819581,-56.692451,-4.904076,8.688352,42.775116,85.370308,1.01,0.654564,2.96726,50.130498,-42.908769,-63.847647,-66.576606,0.709236,65.651749,-3.728327,92.597982,-0.541664,-0.256674,2.864184,-0.178765,1.02,-45.760131,-60.86223,-66.727516,65.16839,-5.755095,93.971369,1.19,1.73,-47.407628,329.214501,4.934383,-37.673189,8.739569,-33.361033,100.108312,67.508799,55.166309,-0.128096,-0.311108,1.514841,-0.145812,0.244138,0.128274,375.659857,449.288741,686.289147,278.643604,2.979969,4247.504147,122.345076,-178.265507,-1071.99595,-54.17802,0.686367,0.413568,1.099935,-0.074615,-0.054434,-0.129049,0.587458,-1.349343,-0.761885,0.164522,0.032953,0.197475,0.215164161849711,0.253978034682081,0.2
"240","KOT016kb_throw20_rap20 - KOT_RH (6Hz)",0.76,-67.448773,146.892215,-0.902952,-0.077946,1.989285,-0.61749,-80.845526,-63.476696,1.874383,-6.133715,52.068107,57.542931,1.01,0.571949,-3.1488,66.850437,-48.985945,-66.964628,-66.232163,2.679982,59.395277,-3.270334,95.612132,-0.371168,-0.207819,2.524017,-0.466595,1.01,-48.985945,-66.964628,-66.232163,59.395277,-3.270334,95.612132,1.15,1.73,-40.253355,258.265903,-5.301052,-23.967425,-3.289744,-27.052733,82.258335,29.052993,79.963814,-0.067378,-0.293407,1.741693,-0.554689,-0.036767,0.041283,295.991666,506.765222,765.901551,297.756389,9.798588,2956.961485,122.439943,-163.425832,-1913.608375,-25.925642,0.531784,0.30379,0.835574,-0.129873,-0.085588,-0.215461,0.534732,-0.782324,-0.247592,0.150895,-0.088094,0.062801,0.0176942196531792,0.193462427745665,0.22
"241","KOT016kb_throw3_rap3 - KOT_RH (6Hz)",0.73,-65.816383,179.472551,-1.183918,-0.091695,2.083763,-0.402113,-77.298713,-62.345489,-5.476471,-2.139843,67.161049,44.781324,1,0.663513,0.595237,-82.87344,-42.424107,-56.459562,-69.962449,-4.681765,53.295976,-3.336573,96.133779,-0.562515,-0.185442,2.68703,-0.282087,0.99,-39.591727,-59.981103,-69.983243,53.514551,-2.12891,95.331204,1.15,1.73,-46.037585,230.749584,6.417049,-33.248455,3.950219,-42.781222,91.253164,60.4976,83.830709,-0.241007,-0.249495,1.336683,-0.256452,-0.136261,0.188711,382.307307,485.516871,699.296088,346.325699,20.565147,4556.999994,127.573879,-179.799718,-1944.599126,-29.541936,0.621403,0.321508,0.942911,-0.093747,-0.064053,-0.1578,0.603267,-1.350347,-0.74708,0.120026,0.025635,0.145661,0.0605468208092486,0.253298265895954,0.23
"242","KOT016kb_throw4_rap4 - KOT_RH (6Hz)",0.71,-72.610946,122.601421,-1.251621,-0.082741,2.150254,-0.489369,-79.807419,-57.976381,5.271761,20.325897,57.941613,67.393588,1.01,0.661621,0.680543,-144.863373,-43.559681,-46.758168,-63.969016,-3.710234,62.659167,-1.096455,95.959896,-0.519217,-0.19652,2.671784,-0.413921,0.97,-34.112225,-61.60865,-64.62353,62.260563,1.422043,89.193886,1.13,1.73,-44.348976,134.385481,2.367771,-36.195617,0.145696,-24.97608,96.250408,64.827126,77.952583,-0.262003,-0.257458,1.544787,-0.393756,-0.174779,0.068485,350.060038,456.640308,675.203818,374.229214,13.568242,4344.685587,122.194906,-178.399639,-2284.454949,-35.430339,0.732404,0.257214,0.989618,-0.113779,-0.060938,-0.174717,0.52153,-1.126997,-0.605467,0.075448,0.020165,0.095613,0.0504184971098266,0.188406358381503,0.22
"243","KOT016kb_throw5_rap5 - KOT_RH (6Hz)",0.7,-62.95008,136.142464,-1.235856,-0.096009,2.127538,-0.460992,-79.101765,-58.154265,6.697514,21.089877,48.773421,91.423388,1.01,0.634063,-5.677167,-145.601245,-45.801534,-45.856233,-67.383919,-2.269762,66.698449,-4.674476,94.835682,-0.494421,-0.220629,2.694853,-0.456894,0.98,-39.552061,-57.435242,-65.42307,66.095712,-2.889783,89.718535,1.14,1.73,-43.262071,252.643187,11.168837,-33.328835,2.495509,-21.995298,94.286891,63.251186,86.663647,-0.224299,-0.284683,1.472328,-0.269348,-0.046848,0.110025,289.995596,488.281046,709.467033,300.243753,14.426146,4685.44989,128.117817,-179.996631,-2792.888394,-30.01016,0.741435,0.270122,1.011557,-0.12462,-0.064054,-0.188674,0.567315,-1.222525,-0.65521,0.00409799999999999,0.187546,0.191644,0.102572832369942,0.228154913294798,0.21
"244","KOT016kb_throw6_rap6 - KOT_RH (6Hz)",0.73,-71.939878,112.737676,-1.067792,-0.037611,2.381821,-0.442473,-86.062853,-63.565942,0.145759,8.357731,47.824832,55.697116,1,0.641831,-0.597544,-83.827512,-41.356647,-62.85524,-70.357051,2.852411,68.936088,-11.98231,97.630415,-0.396322,-0.151779,2.677294,-0.407541,0.98,-38.921937,-68.184279,-71.055701,70.813049,-9.539917,96.805533,1.14,1.73,-41.57428,180.370675,-9.938528,-28.982906,6.63549,-29.998007,94.423523,61.720084,86.636866,-0.093591,-0.221781,1.470656,-0.360361,0.033549,0.171167,274.718419,437.06367,722.899614,277.947023,11.458468,5868.279281,123.723441,-174.75423,-2318.719912,-28.937216,0.67147,0.302731,0.974201,-0.114168,-0.070002,-0.18417,0.295473,-1.206638,-0.911165,0.034932,0.04718,0.082112,0.0734913294797688,0.227137572254335,0.21
"245","KOT016kb_throw7_rap7 - KOT_RH (6Hz)",0.76,-68.743522,144.337256,-1.000125,-0.029572,2.320851,-0.490793,-82.710266,-59.814987,2.887848,23.158506,45.582254,83.374907,1.01,0.621755,-0.55339,-45.003206,-52.930653,-60.980816,-67.425717,0.476266,64.305472,-7.501389,89.92543,-0.383535,-0.129589,2.718534,-0.293766,1,-51.427213,-64.115176,-67.293669,65.219624,-6.115768,87.74716,1.17,1.73,-47.565966,270.808641,5.639429,-36.343831,7.93428,-35.800701,94.500782,54.422077,89.185593,-0.023844,-0.197573,1.64076,-0.306902,0.311876,0.184304,317.906871,506.201965,715.349181,368.143105,9.481741,3886.179109,121.032779,-173.918099,-1297.764809,-29.003901,0.61659,0.359691,0.976281,-0.100017,-0.067984,-0.168001,0.397683,-1.077774,-0.680091,0.197027,-0.013136,0.183891,0.194057803468208,0.220738150289017,0.2
"246","KOT016kb_throw8_rap8 - KOT_RH (6Hz)",0.76,-64.764427,197.388997,-0.940145,-0.105894,2.2006,-0.524009,-80.384972,-58.236257,7.600592,17.060051,59.688278,72.121565,1,0.620951,0.594557,-86.999615,-45.163128,-55.549153,-63.850316,5.949156,64.341348,7.319178,99.305309,-0.395987,-0.209876,2.61492,-0.390056,0.99,-43.579179,-59.239918,-63.175508,65.170217,7.636801,97.34921,1.16,1.73,-41.83063,218.837099,6.321428,-38.175736,7.187078,-20.147635,99.926397,73.621365,-42.564228,-0.068602,-0.283567,1.46802,-0.127182,0.277788,0.175707,218.837099,459.126038,698.48477,297.512124,16.557372,3977.061319,119.599316,-172.886917,-5937.712724,-269.087089,0.544158,0.327385,0.871543,-0.103982,-0.073691,-0.177673,0.41432,-1.1469,-0.73258,0.133953,0.262874,0.396827,0.200225433526012,0.265476300578035,0.2
"247","KOT017bw_throw10_rap10 - KOT_RH (6Hz)",0.64,-80.687333,236.916913,NA,NA,NA,NA,-63.288634,NA,NA,NA,NA,NA,1.01,0.712769,4.918595,309.112122,-35.306599,-78.860835,-57.87011,2.193365,84.927384,-20.456888,94.000506,-0.524139,-0.296002,3.021091,-0.142404,1,-34.195286,-81.015946,-56.160427,86.822802,-18.999243,91.184726,1.19,1.85,-43.265588,166.509016,-11.080167,-32.18505,12.220553,-20.331929,97.551604,36.707858,64.450249,-0.097717,-0.358417,1.424494,-0.31995,0.301702,0.180114,239.525477,498.140951,679.568098,259.462611,22.227471,5069.160012,101.984328,-147.386776,-981.177695,-32.812963,NA,0.426422,NA,NA,-0.062415,NA,NA,-1.596597,NA,NA,-0.177546,NA,0.215902162162162,0.291097837837838,0.29
"248","KOT017bw_throw11_rap11 - KOT_RH (6Hz)",0.67,-82.311589,151.706423,NA,NA,NA,NA,-79.193303,NA,NA,NA,NA,NA,1.01,0.690646,-3.322067,278.468401,-41.679392,-77.965534,-47.459916,-2.03656,84.127465,-19.272886,98.576968,-0.456646,-0.285432,2.99509,-0.237757,0.98,-35.304087,-83.836055,-40.491154,87.337584,-14.571165,94.794821,1.2,1.85,-41.839036,198.837611,-1.590746,-35.690212,10.267975,-33.564118,100.121613,43.704765,57.037864,-0.022189,-0.393118,1.468141,-0.687335,0.421108,0.100838,290.750753,534.178159,654.661637,255.117749,27.047443,5343.107893,99.692681,-179.974116,-1105.435098,-47.602272,NA,0.434457,NA,NA,-0.107686,NA,NA,-1.526949,NA,NA,-0.449578,NA,0.23962,0.267003243243243,0.27
